model,method,sample_idx,img_path,y_true,faithfulness_correlation,max_sensitivity
vit_b16,integrated_gradients,37,data\chest_xray\test\PNEUMONIA\person124_bacteria_590.jpeg,1,-0.016469353809952736,0.5552172064781189
vit_b16,integrated_gradients,38,data\chest_xray\test\PNEUMONIA\person158_bacteria_744.jpeg,1,0.34057286381721497,0.7344077825546265
vit_b16,integrated_gradients,39,data\chest_xray\test\NORMAL\NORMAL2-IM-0330-0001.jpeg,0,0.1823277324438095,0.3901427090167999
vit_b16,integrated_gradients,40,data\chest_xray\test\NORMAL\IM-0050-0001.jpeg,0,0.23891666531562805,0.3395877778530121
vit_b16,integrated_gradients,41,data\chest_xray\test\PNEUMONIA\person109_bacteria_526.jpeg,1,0.09344159811735153,0.4911237359046936
vit_b16,integrated_gradients,42,data\chest_xray\test\NORMAL\IM-0110-0001.jpeg,0,-0.2961944341659546,0.3899449408054352
vit_b16,integrated_gradients,43,data\chest_xray\test\NORMAL\NORMAL2-IM-0319-0001.jpeg,0,0.10353504866361618,0.41285422444343567
vit_b16,integrated_gradients,44,data\chest_xray\test\NORMAL\NORMAL2-IM-0360-0001.jpeg,0,-0.01926112174987793,0.34940123558044434
vit_b16,integrated_gradients,45,data\chest_xray\test\PNEUMONIA\person1_virus_8.jpeg,1,0.16845104098320007,0.7110990285873413
vit_b16,integrated_gradients,46,data\chest_xray\test\PNEUMONIA\person171_bacteria_826.jpeg,1,-0.024045271798968315,0.7664693593978882
vit_b16,integrated_gradients,47,data\chest_xray\test\PNEUMONIA\person113_bacteria_543.jpeg,1,0.413083016872406,0.4023376405239105
vit_b16,integrated_gradients,48,data\chest_xray\test\NORMAL\NORMAL2-IM-0139-0001.jpeg,0,0.06072736158967018,0.43602076172828674
vit_b16,integrated_gradients,49,data\chest_xray\test\PNEUMONIA\person139_bacteria_661.jpeg,1,0.20775988698005676,0.4906542897224426
vit_b16,integrated_gradients,50,data\chest_xray\test\PNEUMONIA\person45_virus_95.jpeg,1,0.23372870683670044,0.46811962127685547
vit_b16,integrated_gradients,51,data\chest_xray\test\PNEUMONIA\person134_bacteria_642.jpeg,1,0.03629343956708908,0.5552820563316345
vit_b16,integrated_gradients,52,data\chest_xray\test\NORMAL\IM-0093-0001.jpeg,0,-0.19018229842185974,0.45069029927253723
vit_b16,integrated_gradients,53,data\chest_xray\test\NORMAL\NORMAL2-IM-0370-0001.jpeg,0,-0.04367000609636307,0.39752012491226196
vit_b16,integrated_gradients,54,data\chest_xray\test\PNEUMONIA\person31_virus_70.jpeg,1,0.4560363292694092,0.5256744027137756
vit_b16,integrated_gradients,55,data\chest_xray\test\PNEUMONIA\person114_bacteria_546.jpeg,1,0.04409301280975342,0.6549586653709412
vit_b16,integrated_gradients,56,data\chest_xray\test\PNEUMONIA\person80_bacteria_393.jpeg,1,0.1658710092306137,0.4002690315246582
vit_b16,integrated_gradients,57,data\chest_xray\test\PNEUMONIA\person38_virus_83.jpeg,1,0.3242279887199402,0.491262823343277
vit_b16,integrated_gradients,58,data\chest_xray\test\PNEUMONIA\person1625_virus_2817.jpeg,1,0.09615367650985718,0.4545106589794159
vit_b16,integrated_gradients,59,data\chest_xray\test\PNEUMONIA\person83_bacteria_414.jpeg,1,0.05829502269625664,0.46365275979042053
vit_b16,integrated_gradients,60,data\chest_xray\test\NORMAL\NORMAL2-IM-0380-0001.jpeg,0,0.050836965441703796,0.39943310618400574
vit_b16,integrated_gradients,61,data\chest_xray\test\PNEUMONIA\person1626_virus_2818.jpeg,1,0.32736772298812866,0.4511929154396057
vit_b16,integrated_gradients,62,data\chest_xray\test\PNEUMONIA\person22_virus_55.jpeg,1,0.13454867899417877,0.39794591069221497
vit_b16,integrated_gradients,63,data\chest_xray\test\PNEUMONIA\person18_virus_49.jpeg,1,0.10489106178283691,0.4296080470085144
vit_b16,integrated_gradients,64,data\chest_xray\test\NORMAL\NORMAL2-IM-0276-0001.jpeg,0,-0.1280309557914734,0.32940635085105896
vit_b16,integrated_gradients,65,data\chest_xray\test\PNEUMONIA\person150_bacteria_717.jpeg,1,0.18136055767536163,0.4489009380340576
vit_b16,integrated_gradients,66,data\chest_xray\test\NORMAL\IM-0089-0001.jpeg,0,-0.007189290598034859,0.3521571755409241
vit_b16,integrated_gradients,67,data\chest_xray\test\NORMAL\IM-0073-0001.jpeg,0,0.16156043112277985,0.35413461923599243
vit_b16,integrated_gradients,68,data\chest_xray\test\PNEUMONIA\person82_bacteria_404.jpeg,1,0.14754526317119598,0.7280393242835999
vit_b16,integrated_gradients,69,data\chest_xray\test\NORMAL\IM-0023-0001.jpeg,0,-0.047226522117853165,0.4048382341861725
vit_b16,integrated_gradients,70,data\chest_xray\test\NORMAL\NORMAL2-IM-0354-0001.jpeg,0,-0.2152482122182846,0.3676835000514984
vit_b16,integrated_gradients,71,data\chest_xray\test\PNEUMONIA\person138_bacteria_659.jpeg,1,-0.027595892548561096,0.4294726252555847
vit_b16,integrated_gradients,72,data\chest_xray\test\PNEUMONIA\person50_virus_102.jpeg,1,0.17259114980697632,0.50634765625
vit_b16,integrated_gradients,73,data\chest_xray\test\PNEUMONIA\person113_bacteria_542.jpeg,1,-0.0263479296118021,0.6493894457817078
vit_b16,integrated_gradients,74,data\chest_xray\test\PNEUMONIA\person111_bacteria_533.jpeg,1,6.869155913591385e-05,0.5348499417304993
vit_b16,integrated_gradients,75,data\chest_xray\test\PNEUMONIA\person103_bacteria_489.jpeg,1,-0.11588487029075623,0.5322486758232117
vit_b16,integrated_gradients,76,data\chest_xray\test\NORMAL\IM-0049-0001.jpeg,0,-0.1844118982553482,0.40542763471603394
vit_b16,integrated_gradients,77,data\chest_xray\test\PNEUMONIA\person157_bacteria_740.jpeg,1,-0.0851532444357872,0.545632004737854
vit_b16,integrated_gradients,78,data\chest_xray\test\NORMAL\NORMAL2-IM-0337-0001.jpeg,0,0.13410069048404694,0.351554811000824
vit_b16,integrated_gradients,79,data\chest_xray\test\PNEUMONIA\person155_bacteria_730.jpeg,1,-0.2047407627105713,0.5727758407592773
vit_b16,integrated_gradients,80,data\chest_xray\test\NORMAL\NORMAL2-IM-0019-0001.jpeg,0,-0.17744232714176178,0.4566974639892578
vit_b16,integrated_gradients,81,data\chest_xray\test\PNEUMONIA\person71_virus_132.jpeg,1,-0.1506502777338028,0.510409951210022
vit_b16,integrated_gradients,82,data\chest_xray\test\PNEUMONIA\person85_bacteria_419.jpeg,1,0.004934973549097776,0.4629977345466614
vit_b16,integrated_gradients,83,data\chest_xray\test\PNEUMONIA\person49_virus_101.jpeg,1,0.3973042964935303,0.4760892391204834
vit_b16,integrated_gradients,84,data\chest_xray\test\PNEUMONIA\person150_bacteria_716.jpeg,1,0.19982731342315674,0.7774625420570374
vit_b16,integrated_gradients,85,data\chest_xray\test\PNEUMONIA\person95_bacteria_463.jpeg,1,-0.1422261893749237,0.5499914288520813
vit_b16,integrated_gradients,86,data\chest_xray\test\NORMAL\NORMAL2-IM-0341-0001.jpeg,0,-0.024259047582745552,0.3189813196659088
vit_b16,integrated_gradients,87,data\chest_xray\test\NORMAL\NORMAL2-IM-0315-0001.jpeg,0,0.05857030302286148,0.45376405119895935
vit_b16,integrated_gradients,88,data\chest_xray\test\PNEUMONIA\person1641_virus_2840.jpeg,1,0.209538996219635,0.49455907940864563
vit_b16,integrated_gradients,89,data\chest_xray\test\PNEUMONIA\person1645_virus_2845.jpeg,1,0.28195899724960327,0.533312201499939
vit_b16,integrated_gradients,90,data\chest_xray\test\PNEUMONIA\person37_virus_82.jpeg,1,0.14439037442207336,0.5051437616348267
vit_b16,integrated_gradients,91,data\chest_xray\test\PNEUMONIA\person1662_virus_2875.jpeg,1,0.15376731753349304,0.46576988697052
vit_b16,integrated_gradients,92,data\chest_xray\test\PNEUMONIA\person78_bacteria_384.jpeg,1,0.16753047704696655,0.6534773111343384
vit_b16,integrated_gradients,93,data\chest_xray\test\PNEUMONIA\person69_virus_129.jpeg,1,-0.13052228093147278,0.5958857536315918
vit_b16,integrated_gradients,94,data\chest_xray\test\PNEUMONIA\person145_bacteria_696.jpeg,1,0.17070232331752777,0.7018736004829407
vit_b16,integrated_gradients,95,data\chest_xray\test\PNEUMONIA\person24_virus_58.jpeg,1,-0.010630576871335506,0.5287516117095947
vit_b16,integrated_gradients,96,data\chest_xray\test\NORMAL\NORMAL2-IM-0249-0001.jpeg,0,-0.05207907408475876,0.38375744223594666
vit_b16,integrated_gradients,97,data\chest_xray\test\NORMAL\NORMAL2-IM-0297-0001.jpeg,0,0.12448558211326599,0.3537524342536926
vit_b16,integrated_gradients,98,data\chest_xray\test\PNEUMONIA\person120_bacteria_570.jpeg,1,0.08213218301534653,0.5492671132087708
vit_b16,integrated_gradients,99,data\chest_xray\test\PNEUMONIA\person130_bacteria_627.jpeg,1,0.021931078284978867,0.6518648266792297
vit_b16,integrated_gradients,100,data\chest_xray\test\NORMAL\IM-0109-0001.jpeg,0,0.3493976294994354,0.5174444317817688
vit_b16,integrated_gradients,101,data\chest_xray\test\NORMAL\NORMAL2-IM-0196-0001.jpeg,0,0.35920995473861694,0.4582970440387726
vit_b16,integrated_gradients,102,data\chest_xray\test\PNEUMONIA\person119_bacteria_566.jpeg,1,-0.05262850970029831,0.6478794813156128
vit_b16,integrated_gradients,103,data\chest_xray\test\PNEUMONIA\person1674_virus_2890.jpeg,1,0.39892157912254333,0.5226984620094299
vit_b16,integrated_gradients,104,data\chest_xray\test\NORMAL\IM-0063-0001.jpeg,0,-0.15931539237499237,0.39264780282974243
vit_b16,integrated_gradients,105,data\chest_xray\test\PNEUMONIA\person33_virus_72.jpeg,1,-0.12616054713726044,0.6072247624397278
vit_b16,integrated_gradients,106,data\chest_xray\test\PNEUMONIA\person127_bacteria_603.jpeg,1,-0.034679386764764786,0.8149997591972351
vit_b16,integrated_gradients,107,data\chest_xray\test\NORMAL\NORMAL2-IM-0333-0001.jpeg,0,0.06729067862033844,0.35835403203964233
vit_b16,integrated_gradients,108,data\chest_xray\test\PNEUMONIA\person108_bacteria_504.jpeg,1,0.1590011566877365,0.3772036135196686
vit_b16,integrated_gradients,109,data\chest_xray\test\PNEUMONIA\person78_bacteria_378.jpeg,1,-0.2796313762664795,0.6233388781547546
vit_b16,integrated_gradients,110,data\chest_xray\test\PNEUMONIA\person139_bacteria_663.jpeg,1,-0.019333159551024437,0.46858951449394226
vit_b16,integrated_gradients,111,data\chest_xray\test\PNEUMONIA\person173_bacteria_831.jpeg,1,0.16221435368061066,0.438233345746994
vit_b16,integrated_gradients,112,data\chest_xray\test\PNEUMONIA\person76_virus_138.jpeg,1,0.32752105593681335,0.5393885970115662
vit_b16,integrated_gradients,113,data\chest_xray\test\PNEUMONIA\person3_virus_17.jpeg,1,0.056896429508924484,0.5226390361785889
vit_b16,integrated_gradients,114,data\chest_xray\test\PNEUMONIA\person80_bacteria_391.jpeg,1,-0.03506264090538025,0.6547008752822876
vit_b16,integrated_gradients,115,data\chest_xray\test\NORMAL\NORMAL2-IM-0059-0001.jpeg,0,-0.03477272391319275,0.3839682340621948
vit_b16,integrated_gradients,116,data\chest_xray\test\PNEUMONIA\person14_virus_44.jpeg,1,-7.011220441199839e-05,0.49590498208999634
vit_b16,integrated_gradients,117,data\chest_xray\test\PNEUMONIA\person152_bacteria_721.jpeg,1,0.19160771369934082,0.9582334160804749
vit_b16,integrated_gradients,118,data\chest_xray\test\PNEUMONIA\person140_bacteria_667.jpeg,1,0.23263368010520935,0.5611542463302612
vit_b16,integrated_gradients,119,data\chest_xray\test\PNEUMONIA\person97_bacteria_468.jpeg,1,0.11506140232086182,0.46249568462371826
vit_b16,integrated_gradients,120,data\chest_xray\test\NORMAL\NORMAL2-IM-0256-0001.jpeg,0,0.06657777726650238,0.5472455620765686
vit_b16,integrated_gradients,121,data\chest_xray\test\PNEUMONIA\person1669_virus_2884.jpeg,1,-0.056528471410274506,0.5324892401695251
vit_b16,integrated_gradients,122,data\chest_xray\test\PNEUMONIA\person130_bacteria_626.jpeg,1,0.25833064317703247,0.5056979060173035
vit_b16,integrated_gradients,123,data\chest_xray\test\PNEUMONIA\person34_virus_76.jpeg,1,-0.23478199541568756,0.48045113682746887
vit_b16,integrated_gradients,124,data\chest_xray\test\NORMAL\IM-0006-0001.jpeg,0,-0.20818038284778595,0.37789374589920044
vit_b16,integrated_gradients,125,data\chest_xray\test\NORMAL\NORMAL2-IM-0028-0001.jpeg,0,0.22387339174747467,0.3552098572254181
vit_b16,integrated_gradients,126,data\chest_xray\test\PNEUMONIA\person1665_virus_2878.jpeg,1,0.16062048077583313,0.44066205620765686
vit_b16,integrated_gradients,127,data\chest_xray\test\PNEUMONIA\person175_bacteria_833.jpeg,1,0.24303565919399261,0.5458095669746399
vit_b16,integrated_gradients,128,data\chest_xray\test\NORMAL\NORMAL2-IM-0079-0001.jpeg,0,0.07594656199216843,0.4071222245693207
vit_b16,integrated_gradients,129,data\chest_xray\test\NORMAL\NORMAL2-IM-0378-0001.jpeg,0,-0.22103755176067352,0.45187613368034363
vit_b16,integrated_gradients,130,data\chest_xray\test\NORMAL\IM-0021-0001.jpeg,0,0.42905735969543457,0.49878615140914917
vit_b16,integrated_gradients,131,data\chest_xray\test\NORMAL\IM-0043-0001.jpeg,0,-0.13663490116596222,0.43276625871658325
vit_b16,integrated_gradients,132,data\chest_xray\test\PNEUMONIA\person140_bacteria_668.jpeg,1,0.10115563869476318,0.35441550612449646
vit_b16,integrated_gradients,133,data\chest_xray\test\PNEUMONIA\person128_bacteria_605.jpeg,1,0.07048382610082626,0.7829009890556335
vit_b16,integrated_gradients,134,data\chest_xray\test\NORMAL\NORMAL2-IM-0348-0001.jpeg,0,0.05935004726052284,0.3221256136894226
vit_b16,integrated_gradients,135,data\chest_xray\test\PNEUMONIA\person136_bacteria_654.jpeg,1,-0.16633272171020508,0.385254830121994
vit_b16,integrated_gradients,136,data\chest_xray\test\PNEUMONIA\person117_bacteria_553.jpeg,1,0.04704298824071884,0.5271697640419006
vit_b16,integrated_gradients,137,data\chest_xray\test\PNEUMONIA\person1_virus_6.jpeg,1,0.01706216298043728,0.3764422535896301
vit_b16,integrated_gradients,138,data\chest_xray\test\NORMAL\NORMAL2-IM-0045-0001.jpeg,0,-0.4254436492919922,0.5649785399436951
vit_b16,integrated_gradients,139,data\chest_xray\test\NORMAL\IM-0107-0001.jpeg,0,-0.03843266889452934,0.3914681673049927
vit_b16,integrated_gradients,140,data\chest_xray\test\PNEUMONIA\person1670_virus_2886.jpeg,1,-0.05426086485385895,0.6235601902008057
vit_b16,integrated_gradients,141,data\chest_xray\test\PNEUMONIA\person1618_virus_2805.jpeg,1,0.0895819142460823,0.5857836604118347
vit_b16,integrated_gradients,142,data\chest_xray\test\PNEUMONIA\person90_bacteria_442.jpeg,1,0.09646999835968018,0.5561993718147278
vit_b16,integrated_gradients,143,data\chest_xray\test\NORMAL\NORMAL2-IM-0288-0001.jpeg,0,0.11355865001678467,0.3599421977996826
vit_b16,integrated_gradients,144,data\chest_xray\test\PNEUMONIA\person158_bacteria_745.jpeg,1,0.3670121729373932,0.40316447615623474
vit_b16,integrated_gradients,145,data\chest_xray\test\NORMAL\IM-0045-0001.jpeg,0,-0.1481097787618637,0.39598119258880615
vit_b16,integrated_gradients,146,data\chest_xray\test\PNEUMONIA\person1653_virus_2858.jpeg,1,0.1303531378507614,0.4792034924030304
vit_b16,integrated_gradients,147,data\chest_xray\test\NORMAL\IM-0081-0001.jpeg,0,-0.13278374075889587,0.41309165954589844
vit_b16,integrated_gradients,148,data\chest_xray\test\PNEUMONIA\person25_virus_59.jpeg,1,0.07763445377349854,0.5079259276390076
vit_b16,integrated_gradients,149,data\chest_xray\test\NORMAL\NORMAL2-IM-0368-0001.jpeg,0,0.1515304297208786,0.39247626066207886
vit_b16,integrated_gradients,150,data\chest_xray\test\PNEUMONIA\person3_virus_15.jpeg,1,-0.06900805979967117,0.4215897023677826
vit_b16,integrated_gradients,151,data\chest_xray\test\PNEUMONIA\person1631_virus_2826.jpeg,1,0.07686125487089157,0.6192352175712585
vit_b16,integrated_gradients,152,data\chest_xray\test\PNEUMONIA\person90_bacteria_443.jpeg,1,-0.009668448008596897,0.5725228190422058
vit_b16,integrated_gradients,153,data\chest_xray\test\PNEUMONIA\person113_bacteria_541.jpeg,1,0.098777174949646,0.7829188704490662
vit_b16,integrated_gradients,154,data\chest_xray\test\PNEUMONIA\person30_virus_69.jpeg,1,-0.17090265452861786,0.582410991191864
vit_b16,integrated_gradients,155,data\chest_xray\test\PNEUMONIA\person124_bacteria_589.jpeg,1,0.20400238037109375,0.666325569152832
vit_b16,integrated_gradients,156,data\chest_xray\test\PNEUMONIA\person137_bacteria_655.jpeg,1,-0.002614628756418824,0.5815074443817139
vit_b16,integrated_gradients,157,data\chest_xray\test\PNEUMONIA\person41_virus_88.jpeg,1,0.1254744827747345,0.45204436779022217
vit_b16,integrated_gradients,158,data\chest_xray\test\NORMAL\NORMAL2-IM-0345-0001.jpeg,0,-0.0018990488024428487,0.31320226192474365
vit_b16,integrated_gradients,159,data\chest_xray\test\PNEUMONIA\person146_bacteria_700.jpeg,1,0.13078494369983673,0.4288017749786377
vit_b16,integrated_gradients,160,data\chest_xray\test\PNEUMONIA\person109_bacteria_527.jpeg,1,0.2124422788619995,0.5694230198860168
vit_b16,integrated_gradients,161,data\chest_xray\test\NORMAL\IM-0071-0001.jpeg,0,0.09252241998910904,0.3951863944530487
vit_b16,integrated_gradients,162,data\chest_xray\test\PNEUMONIA\person1615_virus_2801.jpeg,1,0.08142806589603424,0.40301209688186646
vit_b16,integrated_gradients,163,data\chest_xray\test\PNEUMONIA\person1647_virus_2848.jpeg,1,0.4494755268096924,0.8878718018531799
vit_b16,integrated_gradients,164,data\chest_xray\test\NORMAL\NORMAL2-IM-0323-0001.jpeg,0,-0.16689735651016235,0.37717878818511963
vit_b16,integrated_gradients,165,data\chest_xray\test\PNEUMONIA\person59_virus_116.jpeg,1,0.06902704387903214,0.4999912977218628
vit_b16,integrated_gradients,166,data\chest_xray\test\PNEUMONIA\person96_bacteria_464.jpeg,1,0.21208617091178894,0.5456343293190002
vit_b16,integrated_gradients,167,data\chest_xray\test\PNEUMONIA\person173_bacteria_830.jpeg,1,0.2058824896812439,0.5596265196800232
vit_b16,integrated_gradients,168,data\chest_xray\test\NORMAL\NORMAL2-IM-0251-0001.jpeg,0,0.1340131312608719,0.5683229565620422
vit_b16,integrated_gradients,169,data\chest_xray\test\PNEUMONIA\person161_bacteria_759.jpeg,1,0.05326097086071968,0.593172550201416
vit_b16,integrated_gradients,170,data\chest_xray\test\PNEUMONIA\person161_bacteria_762.jpeg,1,-0.142181858420372,0.4793013036251068
vit_b16,integrated_gradients,171,data\chest_xray\test\PNEUMONIA\person109_bacteria_513.jpeg,1,-0.1564846634864807,0.5748764872550964
vit_b16,integrated_gradients,172,data\chest_xray\test\PNEUMONIA\person51_virus_105.jpeg,1,0.5117310285568237,0.5512157082557678
vit_b16,integrated_gradients,173,data\chest_xray\test\NORMAL\IM-0033-0001-0002.jpeg,0,-0.3265937268733978,0.37341123819351196
vit_b16,integrated_gradients,174,data\chest_xray\test\PNEUMONIA\person111_bacteria_535.jpeg,1,0.2799268364906311,0.5910507440567017
vit_b16,integrated_gradients,175,data\chest_xray\test\NORMAL\IM-0016-0001.jpeg,0,0.21022313833236694,0.3685655891895294
vit_b16,integrated_gradients,176,data\chest_xray\test\PNEUMONIA\person78_bacteria_385.jpeg,1,-0.014016462489962578,0.5920706391334534
vit_b16,integrated_gradients,177,data\chest_xray\test\PNEUMONIA\person1659_virus_2867.jpeg,1,0.31709614396095276,0.5046931505203247
vit_b16,integrated_gradients,178,data\chest_xray\test\PNEUMONIA\person135_bacteria_647.jpeg,1,0.45056968927383423,0.6159398555755615
vit_b16,integrated_gradients,179,data\chest_xray\test\NORMAL\NORMAL2-IM-0329-0001.jpeg,0,0.2034706324338913,0.3671519458293915
vit_b16,integrated_gradients,180,data\chest_xray\test\PNEUMONIA\person1642_virus_2842.jpeg,1,0.23638315498828888,0.43669548630714417
vit_b16,integrated_gradients,181,data\chest_xray\test\PNEUMONIA\person91_bacteria_445.jpeg,1,0.03395013138651848,0.4010922312736511
vit_b16,integrated_gradients,182,data\chest_xray\test\NORMAL\NORMAL2-IM-0092-0001.jpeg,0,0.36425164341926575,0.44263947010040283
vit_b16,integrated_gradients,183,data\chest_xray\test\PNEUMONIA\person108_bacteria_507.jpeg,1,0.07701101899147034,0.47748851776123047
vit_b16,integrated_gradients,184,data\chest_xray\test\PNEUMONIA\person147_bacteria_705.jpeg,1,0.4006807208061218,0.6476907730102539
vit_b16,integrated_gradients,185,data\chest_xray\test\NORMAL\NORMAL2-IM-0086-0001.jpeg,0,-0.1558513641357422,0.37436407804489136
vit_b16,integrated_gradients,186,data\chest_xray\test\NORMAL\NORMAL2-IM-0267-0001.jpeg,0,0.3643333315849304,0.47461482882499695
vit_b16,integrated_gradients,187,data\chest_xray\test\PNEUMONIA\person83_bacteria_410.jpeg,1,0.2067914456129074,0.6728600263595581
vit_b16,integrated_gradients,188,data\chest_xray\test\PNEUMONIA\person99_bacteria_474.jpeg,1,-0.019489847123622894,0.4570596218109131
vit_b16,integrated_gradients,189,data\chest_xray\test\PNEUMONIA\person17_virus_48.jpeg,1,0.5216794610023499,0.44220486283302307
vit_b16,integrated_gradients,190,data\chest_xray\test\NORMAL\NORMAL2-IM-0331-0001.jpeg,0,-0.09361886233091354,0.41576284170150757
vit_b16,integrated_gradients,191,data\chest_xray\test\PNEUMONIA\person128_bacteria_607.jpeg,1,0.02377944439649582,0.5849947333335876
vit_b16,integrated_gradients,192,data\chest_xray\test\NORMAL\NORMAL2-IM-0171-0001.jpeg,0,0.22509710490703583,0.47573909163475037
vit_b16,integrated_gradients,193,data\chest_xray\test\PNEUMONIA\person70_virus_130.jpeg,1,0.48141318559646606,0.5135050415992737
vit_b16,integrated_gradients,194,data\chest_xray\test\NORMAL\NORMAL2-IM-0132-0001.jpeg,0,0.018778644502162933,0.4707161486148834
vit_b16,integrated_gradients,195,data\chest_xray\test\PNEUMONIA\person92_bacteria_450.jpeg,1,0.0011127269826829433,0.5289723873138428
vit_b16,integrated_gradients,196,data\chest_xray\test\PNEUMONIA\person22_virus_54.jpeg,1,-0.08435924351215363,0.4832122325897217
vit_b16,integrated_gradients,197,data\chest_xray\test\PNEUMONIA\person117_bacteria_557.jpeg,1,-0.12202459573745728,0.4366183876991272
